id,latitude,longitude,numberOfRacks,skytrainStationName,streetName,streetNumber,streetSide
1448,49.2818857,-123.1185759,1,,Granville St,736,East
1449,49.2812741,-123.1204791,1,,Granville St,819,West
1450,49.2807097,-123.1205438,1,,Granville St,850,East
1451,49.2807514,-123.1214697,1,,Granville St,881,West
1452,49.277255,-123.1254342,2,,Granville St,1176,East
1453,49.2758738,-123.1277637,3,,Granville St,1306,East
1454,49.2633412,-123.1383649,1,,Granville St,2516,East
1455,49.2616121,-123.1388328,1,,Granville St,2705,West
1456,49.2604676,-123.1383776,1,,Granville St,2814,East
1457,49.2599573,-123.1382727,1,,Granville St,2888,East
1458,49.2591852,-123.1391163,1,,Granville St,2977,West
1459,49.2590881,-123.1384195,1,,Granville St,2996,East
1460,49.259021,-123.1389422,1,,Granville St,2997,West
1461,49.2587304,-123.1389715,1,,Granville St,3007,West
1462,49.21334,-123.1406244,2,,Granville St,7985,West
1463,49.212544,-123.1406519,2,,Granville St,8075,West
1464,49.2121552,-123.1409273,1,,Granville St,8155,West
1465,49.2106099,-123.1400432,1,,Granville St,8324,East
1466,49.2087457,-123.1402437,1,,Granville St,8594,East
1467,49.2081156,-123.1401165,1,,Granville St,8630,East
1468,49.2077709,-123.1403249,1,,Granville St,8662,East
1469,49.2634215,-123.1198703,1,,Heather St,2500,East
1470,49.2565935,-123.1203429,1,,Heather St,3261,West
1471,49.2564588,-123.1203606,1,,Heather St,3265,West
1472,49.2827291,-123.1207375,1,,Heather St,3275,West
1473,49.2827291,-123.1207375,2,,Heather St,3275,West
1474,49.2778627,-123.1240727,3,,Helmcken St,600,North
1475,49.2801491,-123.127601,1,,Helmcken St,1085,West
1476,49.2837193,-123.1101968,1,,Homer St,318,East
1477,49.2786163,-123.1184615,2,,Homer St,891,West
1478,49.2770208,-123.1200688,5,,Homer St,1008,South
1479,49.2764632,-123.1209896,1,,Homer St,1068,East
1480,49.2759433,-123.1216372,1,,Homer St,1122,East
1481,49.2754678,-123.1224107,1,,Homer St,1148,East
1482,49.28055,-123.125551,3,,Hornby St,1001,West
1483,49.2796889,-123.1258862,1,,Hornby St,1054,East
1484,49.2795608,-123.1262617,1,,Hornby St,1090,East
1485,49.2758636,-123.1325561,3,,Hornby St,1451,West
1486,49.2851251,-123.1167263,1,,Howe St,535,West
1487,49.2845315,-123.1175059,2,,Howe St,595,West
1488,49.2378945,-123.0319888,1,,Joyce St,5128,East
1489,49.2639097,-123.1000823,3,,Kingsway,39,North
1490,49.2631887,-123.1000635,2,,Kingsway,76,West
1491,49.2592681,-123.0958538,1,,Kingsway,398,South
1492,49.2558594,-123.0884254,1,,Kingsway,772,South
1493,49.2549378,-123.0864386,1,,Kingsway,868,South
1494,49.2547102,-123.0859387,1,,Kingsway,888,South
1495,49.2539137,-123.0834215,1,,Kingsway,1009,North
1496,49.2537814,-123.0831628,1,,Kingsway,1021,North
1497,49.2533168,-123.0833906,1,,Kingsway,1022,South
1498,49.2533168,-123.0833906,1,,Kingsway,1022,South
1499,49.2529056,-123.0820878,1,,Kingsway,1096,South
1500,49.252397,-123.081224,1,,Kingsway,1134,South
1501,49.2516689,-123.0783846,1,,Kingsway,1279,North
1502,49.2511833,-123.0772991,1,,Kingsway,1333,North
1503,49.2500737,-123.0764241,1,,Kingsway,1398,South
1504,49.2473441,-123.0703806,1,,Kingsway,1680,South
1505,49.2460582,-123.067467,1,,Kingsway,1818,South
1506,49.2444802,-123.0644541,1,,Kingsway,2066,South
1507,49.2409377,-123.0567769,1,,Kingsway,2386,South
1508,49.2409377,-123.0567769,1,,Kingsway,2392,South
1509,49.2319062,-123.0275628,1,,Kingsway,3544,South
1510,49.2326922,-123.0241837,2,,Kingsway,3665,North
1511,49.2495888,-123.0763259,1,,Knight St,3919,West
1512,49.2319371,-123.0262929,1,,Lincoln St,5818,East
1513,49.2506878,-123.1681081,1,,Macdonald St,4021,West
1514,49.2502731,-123.1679844,1,,Macdonald St,4075,West
1515,49.2498123,-123.1679977,1,,Macdonald St,4105,West
1516,49.2835091,-123.0997396,1,,Main St,179,West
1517,49.2826847,-123.0999126,2,,Main St,231,West
1518,49.282095,-123.099912,1,,Main St,309,West
1519,49.2780221,-123.0994114,1,,Main St,728,East
1520,49.2757092,-123.0995619,1,,Main St,1008,South
1521,49.27567,-123.100173,1,,Main St,1011,West
1522,49.2731373,-123.10036,4,Main St-Science World,Main St,1399,West
1523,49.2659246,-123.1004072,2,,Main St,2136,East
1524,49.2639344,-123.1013667,2,,Main St,2345,West
1525,49.2615837,-123.100737,2,,Main St,2630,East
1526,49.260986,-123.100708,1,,Main St,2702,East
1527,49.259977,-123.1008489,1,,Main St,2812,East
1528,49.2594578,-123.1014422,1,,Main St,2899,West
1529,49.2587255,-123.1017508,1,,Main St,2949,West
1530,49.2582219,-123.1007835,1,,Main St,3010,East
1531,49.2576348,-123.1008393,2,,Main St,3096,East
1532,49.2572552,-123.1008704,1,,Main St,3102,East
1533,49.2544611,-123.1012989,2,,Main St,3425,West
1534,49.2542664,-123.1012031,1,,Main St,3443,West
1535,49.2535186,-123.1012352,2,,Main St,3511,West
1536,49.2533163,-123.101243,1,,Main St,3573,West
1537,49.251916,-123.1012221,2,,Main St,3699,West
1538,49.2506857,-123.1013654,1,,Main St,3835,West
1539,49.2504571,-123.1007837,1,,Main St,3882,East
1540,49.2491207,-123.1014656,2,,Main St,4071,West
1541,49.2482846,-123.1006968,1,,Main St,4136,East
1542,49.2480093,-123.1007085,1,,Main St,4162,East
1543,49.2478472,-123.1013502,1,,Main St,4205,East
1544,49.2469586,-123.1008554,1,,Main St,4262,East
1545,49.246713,-123.1008309,1,,Main St,4288,East
1546,49.2464617,-123.1014422,1,,Main St,4363,West
1547,49.244174,-123.1011214,1,,Main St,4514,East
1548,49.2442134,-123.1017058,1,,Main St,4515,West
1549,49.2437987,-123.1011289,1,,Main St,4560,East
1550,49.2430135,-123.1009716,2,,Main St,4628,East
1551,49.2327231,-123.1014933,1,,Main St,5749,West
1552,49.2776705,-123.1175478,1,,Mainland St,900,West
1553,49.2729256,-123.0563463,1,,Nanaimo St,1316,East
1554,49.2728312,-123.0562425,1,,Nanaimo St,1340,East
1555,49.2760384,-123.1185855,2,,Nelson St,200,South
1556,49.2575925,-123.1271166,2,,Oak St,3108,East
1557,49.2569903,-123.1270532,1,,Oak St,3208,East
1558,49.2326779,-123.1018297,1,,Ontario Place,189,North
1559,49.2627706,-123.105162,1,,Ontario St,2515,West
1560,49.274176,-123.1195408,1,,Pacific Boulevard,1108,South
1561,49.2746107,-123.1205567,1,,Pacific Boulevard,1165,North
1562,49.274339,-123.1211785,2,,Pacific Boulevard,1195,North
1563,49.2739312,-123.1208253,1,,Pacific Boulevard,1196,South
1564,49.2740663,-123.1222457,1,,Pacific Boulevard,1213,North
1565,49.2740663,-123.1222457,1,,Pacific Boulevard,1213,North
1566,49.2737518,-123.1232805,1,,Pacific Boulevard,1267,North
1567,49.2733999,-123.1229262,1,,Pacific Boulevard,1282,South
1568,49.2719551,-123.1246334,3,,Pacific Boulevard,1300,South
1569,49.2716146,-123.1694481,2,,Point Grey Rd,2855,North
1570,49.271553,-123.1759725,2,,Point Grey Rd,3215,North
1571,49.283256,-123.098226,1,,Powell St,253,North
1572,49.282881,-123.0974085,2,,Powell St,300,South
1573,49.2830108,-123.0960445,1,,Powell St,374,South
1574,49.283123,-123.0950041,1,,Powell St,398,South
1575,49.2833422,-123.0950377,1,,Powell St,403,North
1576,49.2832984,-123.0924507,3,,Powell St,537,North
1577,49.2833026,-123.0923411,1,,Powell St,543,North
1578,49.2828848,-123.0899053,2,,Powell St,668,South
1579,49.2828199,-123.0897467,2,,Powell St,686,South
1580,49.2830828,-123.0863571,1,,Powell St,825,North
1581,49.2689357,-123.102041,3,,Quebec St,1818,East
1582,49.2666909,-123.10308,1,,Quebec St,2043,West
1583,49.2847251,-123.0967432,1,,Railway St,343,North
1584,49.2851785,-123.0941642,1,,Railway St,439,North
1585,49.2834473,-123.112554,1,,Richards St,440,West
1586,49.2826717,-123.1141849,1,,Richards St,577,West
1587,49.2798224,-123.1180829,1,,Richards St,808,East
1588,49.2782438,-123.1206899,2,,Richards St,971,West
1589,49.2761358,-123.1233819,2,,Richards St,1188,East
1590,49.2743634,-123.1260455,2,,Richards St,1320,East
1591,49.2737842,-123.127411,1,,Richards St,1400,West
1592,49.2779317,-123.1138837,1,,Robson St,111,North
1593,49.2779317,-123.1138837,2,,Robson St,111,West
1594,49.2775171,-123.1146919,2,,Robson St,118,East
1595,49.2784421,-123.1149881,2,,Robson St,211,North
1596,49.278056,-123.1156381,1,,Robson St,238,South
1597,49.2786512,-123.115353,1,,Robson St,255,North
1598,49.2788549,-123.1156362,1,,Robson St,265,North
1599,49.2788206,-123.1155357,2,,Robson St,275,North
1600,49.278538,-123.1159119,1,,Robson St,280,South
1601,49.2791013,-123.1166285,1,,Robson St,350,South
1602,49.2797553,-123.1178849,2,,Robson St,480,South
1603,49.2840264,-123.1233407,2,,Robson St,1025,North
1604,49.2857473,-123.1262889,1,,Robson St,1175,North
1605,49.2859149,-123.1264006,1,,Robson St,1187,North
1606,49.2865324,-123.1271737,1,,Robson St,1225,North
1607,49.2866662,-123.1283114,1,,Robson St,1280,South
1608,49.2867745,-123.1285849,1,,Robson St,1290,South
1609,49.2898787,-123.1336737,1,,Robson St,1688,South
1610,49.2906461,-123.1338744,1,,Robson St,1701,North
1611,49.2914723,-123.1351595,1,,Robson St,1793,North
1612,49.2824227,-123.1164772,4,Granville St,Seymour St,655,West
1613,49.279665,-123.1209837,1,,Seymour St,901,West
1614,49.2790699,-123.1208517,3,,Seymour St,930,North
1615,49.2780743,-123.1223309,3,,Seymour St,1022,South
1616,49.2769331,-123.1245932,1,,Seymour St,1160,East
1617,49.2766932,-123.1155903,3,,Smithe St,101,North
1618,49.2686256,-123.1182459,2,,Stamps Landing,600,south
1619,49.2681116,-123.1665439,2,,Stephens St,2025,West
1620,49.2870593,-123.1214756,1,,Thurlow St,535,West
1621,49.2639459,-123.205823,1,,Trimble St,2590,East
1622,49.2777797,-123.0989601,1,,Union St,219,North
1623,49.2777797,-123.0989601,1,,Union St,219,North
1624,49.2369422,-123.0654276,1,,Victoria Drive,5265,West
1625,49.2354711,-123.0653662,1,,Victoria Drive,5393,West
1626,49.2354235,-123.0652928,1,,Victoria Drive,5448,East
1627,49.2334075,-123.0653572,1,,Victoria Drive,5656,East
1628,49.2323909,-123.0657161,1,,Victoria Drive,5723,West
1629,49.2311124,-123.0657589,1,,Victoria Drive,5853,West
1630,49.2308643,-123.0658076,1,,Victoria Drive,5885,West
1631,49.2261476,-123.0655239,1,,Victoria Drive,6404,East
1632,49.2258674,-123.065541,1,,Victoria Drive,6440,East
1633,49.2209344,-123.0660628,1,,Victoria Drive,6945,West
1634,49.2633134,-123.18619,1,,W 10th Av,3702,South
1635,49.2636579,-123.1868848,1,,W 10th Av,3743,North
1636,49.26364,-123.1874386,1,,W 10th Av,3783,North
1637,49.2636164,-123.2038925,1,,W 10th Av,4330,South
1638,49.2636551,-123.2044281,1,,W 10th Av,4346,South
1639,49.2639452,-123.2073412,1,,W 10th Av,4441,North
1640,49.2636481,-123.2097372,1,,W 10th Av,4516,South
1641,49.2636051,-123.2098771,1,,W 10th Av,4520,South
1642,49.2636818,-123.2115503,1,,W 10th Av,4580,South
1643,49.2597083,-123.1391394,1,,W 13th Av,1500,South
1644,49.2576753,-123.1267281,1,,W 15th Av,980,South
1645,49.2578287,-123.1651169,2,,W 16th Av,2603,North
1646,49.2704875,-123.106346,12,,W 1st Av,85,South
1647,49.2708389,-123.1480586,1,,W 1st Av,1901,North
1648,49.2709727,-123.1552829,1,,W 1st Av,2201,West
1649,49.2524975,-123.1270536,1,,W 21st Av,988,South
1650,49.2689678,-123.1072589,1,,W 2nd Av,118,South
1651,49.2667533,-123.1147466,4,Olympic Village,W 2nd Av,525,North
1652,49.2695198,-123.1419542,1,,W 2nd Av,1650,South
1653,49.2685887,-123.1068373,1,,W 3rd Av,105,North
1654,49.2690699,-123.1449307,1,,W 3rd Av,1777,North
1655,49.2344261,-123.1529766,1,,W 41st Av,2028,South
1656,49.234297,-123.1547419,1,,W 41st Av,2094,South
1657,49.2347554,-123.158236,1,,W 41st Av,2225,North
1658,49.2348155,-123.1597965,1,,W 41st Av,2305,North
1659,49.2344827,-123.1603228,1,,W 41st Av,2326,South
1660,49.2344904,-123.1620027,1,,W 41st Av,2448,South
1661,49.2346047,-123.182402,1,,W 41st Av,3502,South
1662,49.2349129,-123.183803,5,,W 41st Av,3535,North
1663,49.2346438,-123.1844256,2,,W 41st Av,3584,South
1664,49.2348861,-123.185161,1,,W 41st Av,3591,North
1665,49.2271134,-123.1515927,1,,W 49th Av,1988,South
1666,49.2676929,-123.14127,1,,W 4th Av,1618,South
1667,49.2678405,-123.1416392,1,,W 4th Av,1628,South
1668,49.2681238,-123.1440825,1,,W 4th Av,1731,North
1669,49.268006,-123.1569265,1,,W 4th Av,2274,South
1670,49.2680165,-123.158373,1,,W 4th Av,2340,South
1671,49.2684888,-123.1594562,1,,W 4th Av,2383,North
1672,49.2684888,-123.1594562,1,,W 4th Av,2383,North
1673,49.2681794,-123.1652247,1,,W 4th Av,2660,South
1674,49.2682121,-123.1668536,1,,W 4th Av,2716,South
1675,49.2684786,-123.167117,1,,W 4th Av,2741,North
1676,49.268216,-123.1672693,1,,W 4th Av,2744,South
1677,49.268245,-123.167802,2,,W 4th Av,2766,South
1678,49.2682348,-123.1690502,1,,W 4th Av,2836,South
1679,49.2682215,-123.1699093,1,,W 4th Av,2880,South
1680,49.268486,-123.1847255,1,,W 4th Av,3644,South
1681,49.2687719,-123.1847372,1,,W 4th Av,3651,North
1682,49.2687506,-123.1854023,1,,W 4th Av,3689,North
1683,49.2663515,-123.1090233,1,,W 5th Av,164,South
1684,49.2662863,-123.1056439,1,,W 5th Ave,32,South
1685,49.2645705,-123.1097013,1,,W 7th Av,228,South
1686,49.2640601,-123.1140494,1,,W 8th,473,North
1687,49.2637499,-123.1107366,1,,W 8th Av,288,South
1688,49.263771,-123.1118833,4,,W 8th Av,342,South
1689,49.2641982,-123.1244996,1,,W 8th Av,900,North
1690,49.2644931,-123.138573,1,,W 8th Av,1500,South
1691,49.264394,-123.145308,1,,W 8th Av,1762,South
1692,49.2644743,-123.1449634,1,,W 8th Av,1768,South
1693,49.2628046,-123.1083837,4,,W Broadway,130,South
1694,49.263056,-123.1152287,1,,W Broadway,500,South
1695,49.2637363,-123.1180045,1,,W Broadway,601,North
1696,49.2635824,-123.1190552,2,,W Broadway,665,North
1697,49.2635908,-123.1335235,2,,W Broadway,1285,North
1698,49.2638372,-123.1436626,1,,W Broadway,1701,North
1699,49.263791,-123.1632683,1,,W Broadway,2518,South
1700,49.2642003,-123.1633424,3,,W Broadway,2545,North
1701,49.2637855,-123.1671054,1,,W Broadway,2732,South
1702,49.2638023,-123.1702836,1,,W Broadway,2902,West
1703,49.2642437,-123.1706291,1,,W Broadway,2909,North
1704,49.2644419,-123.1719788,1,,W Broadway,2979,North
1705,49.2643864,-123.1724942,1,,W Broadway,3031,North
1706,49.264031,-123.1729093,1,,W Broadway,3036,South
1707,49.2639532,-123.1741984,1,,W Broadway,3102,South
1708,49.2639532,-123.1741984,2,,W Broadway,3102,West
1709,49.264385,-123.174163,1,,W Broadway,3105,West
1710,49.26405,-123.1747197,1,,W Broadway,3124,South
1711,49.2643191,-123.1749915,1,,W Broadway,3143,North
1712,49.2643174,-123.1750694,1,,W Broadway,3145,North
1713,49.2639265,-123.1752229,1,,W Broadway,3156,South
1714,49.2639265,-123.1752229,1,,W Broadway,3156,South
1715,49.2640653,-123.1766864,1,,W Broadway,3236,South
1716,49.2640653,-123.1766864,1,,W Broadway,3236,South
1717,49.2643842,-123.1775311,1,,W Broadway,3291,North
1718,49.2640213,-123.1781943,1,,W Broadway,3308,South
1719,49.2643192,-123.1783872,1,,W Broadway,3311,North
1720,49.2645516,-123.1784439,1,,W Broadway,3313,North
1721,49.264156,-123.1805259,1,,W Broadway,3428,South
1722,49.2644072,-123.180761,1,,W Broadway,3431,North
1723,49.2641773,-123.1816198,1,,W Broadway,3496,South
1724,49.2644747,-123.1827406,1,,W Broadway,3555,North
1725,49.2645201,-123.1850465,1,,W Broadway,3661,North
1726,49.2645729,-123.1852842,1,,W Broadway,3673,North
1727,49.2827686,-123.107187,1,,W Cordova St,108,South
1728,49.2835233,-123.1086988,2,,W Cordova St,175,East
1729,49.283558,-123.1093747,1,,W Cordova St,304,North
1730,49.2843153,-123.1099375,1,,W Cordova St,403,North
1731,49.2844088,-123.1102146,2,,W Cordova St,415,North
