objectID,bikeRouteName,Geom
226433,Masumi Mitsui Greenway,"{""coordinates"": [[-123.11102963628767, 49.21776511849375], [-123.1132833925508, 49.21779108273791]], ""type"": ""LineString""}"
226464,Adanac,"{""coordinates"": [[-123.10212468627371, 49.27764240034696], [-123.10056342483365, 49.27768568362891]], ""type"": ""LineString""}"
226651,Dumfries,"{""coordinates"": [[-123.07404285234772, 49.216813138691464], [-123.07404363730899, 49.21632559319808]], ""type"": ""LineString""}"
226666,Central Valley,"{""coordinates"": [[-123.044282248962, 49.25913761324406], [-123.04400834437504, 49.25912629577968], [-123.04018948312718, 49.259531580325685], [-123.03789870963605, 49.25984100709663], [-123.03769751808636, 49.25986887980817]], ""type"": ""LineString""}"
226687,Seaside,"{""coordinates"": [[-123.18556632004949, 49.272268219966314], [-123.18747239664329, 49.272299594695035]], ""type"": ""LineString""}"
226711,Cambie,"{""coordinates"": [[-123.11088397179529, 49.280901013310995], [-123.11153627446178, 49.280469173701256]], ""type"": ""LineString""}"
226747,Beatty,"{""coordinates"": [[-123.11252692390802, 49.27854418980288], [-123.112674957808, 49.27844498699401]], ""type"": ""LineString""}"
226777,Knight St Bridge,"{""coordinates"": [[-123.07445253881687, 49.2110561490838], [-123.0748547213019, 49.21079282827161], [-123.07502016975967, 49.210672747186216], [-123.07519722492685, 49.21051842943612], [-123.07519724411186, 49.210518405136334], [-123.0754032340848, 49.21033174455696], [-123.07540328755864, 49.21033169684703], [-123.07558613685238, 49.21017545511412], [-123.07558617385014, 49.210175407414894], [-123.07571962074935, 49.21008016964944], [-123.07576235021503, 49.2100619756454], [-123.07588525728272, 49.21000964223193], [-123.07618455251244, 49.20993119160048], [-123.07632966391556, 49.20989314647452], [-123.07636518881921, 49.2098846323403], [-123.07644883641127, 49.20986456518904], [-123.0765596162121, 49.20982824889728], [-123.07666586466284, 49.20978635392982], [-123.07676676677212, 49.209739252346054], [-123.07676681478141, 49.20973922352925], [-123.07686190266799, 49.20968711984752], [-123.07694987853661, 49.20963068419616], [-123.07695046558153, 49.20963030780197], [-123.07698287244393, 49.2096060421042], [-123.07703210461618, 49.209569192461586], [-123.07706597734933, 49.209539386463334], [-123.07710615703525, 49.209504030649], [-123.07717235603373, 49.20943540725078], [-123.07717239166624, 49.20943536584862], [-123.07721027663852, 49.20938833024726], [-123.07723018585, 49.20936361227347]], ""type"": ""LineString""}"
226787,Yukon,"{""coordinates"": [[-123.11300550780514, 49.26036003068481], [-123.1130235723759, 49.259880892057]], ""type"": ""LineString""}"
226834,Kent,"{""coordinates"": [[-123.05238209356206, 49.20610199982148], [-123.05046581923067, 49.20625978126452], [-123.05045173885901, 49.20626093431553]], ""type"": ""LineString""}"
226868,Burrard Bridge,"{""coordinates"": [[-123.13236907546052, 49.27697066612746], [-123.13236910979514, 49.276970652595345], [-123.13308073725905, 49.27672785387381]], ""type"": ""LineString""}"
226909,Cambie,"{""coordinates"": [[-123.10977382232377, 49.28197573776007], [-123.10997159382198, 49.281509932322024]], ""type"": ""LineString""}"
226918,Carrall,"{""coordinates"": [[-123.1061474701193, 49.27805537425138], [-123.10616161669134, 49.27803771810234], [-123.1061751785845, 49.27801989787691], [-123.10617519640361, 49.278019872674015], [-123.10617830133562, 49.27801561869727], [-123.10618829600593, 49.27800189995366], [-123.10620095382669, 49.27798372164807], [-123.10621315774173, 49.277965453806445], [-123.10621947055066, 49.27795559288048], [-123.10622490912634, 49.27794709642766], [-123.10623609367458, 49.277928559665085], [-123.10624682275038, 49.27790984341649], [-123.10625697699477, 49.277891065628694], [-123.10625699068925, 49.27789104042959], [-123.10626669099354, 49.27787215601561], [-123.10627583698022, 49.27785315877127], [-123.10628452496893, 49.27783408548833], [-123.1062927519998, 49.27781483812218], [-123.10630042768089, 49.27779557866933], [-123.10630428757531, 49.277785016571585], [-123.10630752829618, 49.27777614703745], [-123.10631417519488, 49.27775671132492], [-123.10632026645092, 49.27773718437232], [-123.10632351149366, 49.27772585105279], [-123.10632351967897, 49.27772582136115]], ""type"": ""LineString""}"
226937,Cambie,"{""coordinates"": [[-123.10932875466999, 49.28302560897325], [-123.10937943371368, 49.282905898188716]], ""type"": ""LineString""}"
226951,Seaside,"{""coordinates"": [[-123.16622884818752, 49.27221088110221], [-123.16517711110876, 49.272629338282506], [-123.16514925046651, 49.27264148204138], [-123.1644467915299, 49.272947665698254], [-123.16434567769095, 49.27316855882633]], ""type"": ""LineString""}"
226975,Seaside,"{""coordinates"": [[-123.14856507308843, 49.294459857074735], [-123.14842466289349, 49.29426668114031], [-123.14838016986504, 49.2942542368049], [-123.14832925179455, 49.29425430217321], [-123.14827530703312, 49.29426687287631], [-123.14824212836923, 49.29428319308515], [-123.14817138332106, 49.294321666164876], [-123.14811900859995, 49.294350149018896], [-123.14797707587785, 49.29442733572053], [-123.14798058746504, 49.2945395683306], [-123.14797121624244, 49.29459156155947], [-123.14796179011746, 49.294624759471425], [-123.14794904971721, 49.294649776929965], [-123.14791417049373, 49.29466645902702], [-123.14787610298852, 49.294678919267476], [-123.14783806047468, 49.29469974226315], [-123.14779989140813, 49.29471642853425], [-123.14777456875814, 49.294743530951656], [-123.14766669785308, 49.29481219756541], [-123.14742880653755, 49.29493930786473], [-123.1469463519825, 49.29516232676577], [-123.14687389646865, 49.295192921460604], [-123.1465020076685, 49.29534995245769], [-123.14628618660677, 49.295425050289545], [-123.14610508837244, 49.29546898687106], [-123.14599399103777, 49.295483606786135]], ""type"": ""LineString""}"
226992,Nelson,"{""coordinates"": [[-123.12056485630566, 49.27767260789619], [-123.12105008510518, 49.27798741688184]], ""type"": ""LineString""}"
226994,Burrard,"{""coordinates"": [[-123.14552117848491, 49.270218837177026], [-123.14554681575474, 49.26977963233483]], ""type"": ""LineString""}"
226995,Heather,"{""coordinates"": [[-123.12360830384802, 49.24127642355762], [-123.12367178858432, 49.23938468295455]], ""type"": ""LineString""}"
227022,Haro,"{""coordinates"": [[-123.12440384075103, 49.28224067219988], [-123.12458034168318, 49.28235484223407], [-123.12460612252328, 49.282371720872206], [-123.12460616659516, 49.282371749609254], [-123.12463156192214, 49.28238896147896], [-123.12465638615895, 49.28240652477103], [-123.12465643712395, 49.28240656069677], [-123.12468074493421, 49.28242434222397], [-123.12469611345416, 49.282435916825925], [-123.12470471247411, 49.28244240476278], [-123.12470998635312, 49.28244654224975], [-123.12472811576221, 49.28246080432524], [-123.12475106442942, 49.282479395071476], [-123.12476427574735, 49.28249047186134], [-123.12477355457291, 49.28249826515873], [-123.12479548989374, 49.282517394901845], [-123.12481696940867, 49.282536791390335], [-123.12482069767817, 49.28254032786485], [-123.12484432568121, 49.2825627390098], [-123.12485822650112, 49.28257622755033], [-123.12486969725843, 49.282587898990826], [-123.1248780042913, 49.28259635177682], [-123.12489733981074, 49.282616658180515], [-123.12491609027173, 49.28263723057108], [-123.12493428685542, 49.282657893509175], [-123.12493432546643, 49.28265793754381], [-123.12495198376077, 49.28267887451439], [-123.12495202237862, 49.282678921247545], [-123.12496907887234, 49.28270002887508], [-123.12498557762811, 49.28272133229861], [-123.12500150506834, 49.282742899896405], [-123.12501133116426, 49.28275665188706], [-123.12501698037559, 49.282764557033374], [-123.12503174402613, 49.28278644251618], [-123.12503177301012, 49.2827864856617], [-123.12504600350891, 49.28280850304908], [-123.12504866287989, 49.282812904209756], [-123.12506431396828, 49.28283880777286], [-123.12507264657039, 49.282852991343965], [-123.12508503589554, 49.282875517147595], [-123.12508505523647, 49.28287555310736], [-123.1250864535356, 49.28287824205105]], ""type"": ""LineString""}"
227035,Dunsmuir,"{""coordinates"": [[-123.11347818196901, 49.281726051198866], [-123.1139631506717, 49.28204068038898]], ""type"": ""LineString""}"
227037,Dunsmuir,"{""coordinates"": [[-123.10330851193888, 49.27744276221709], [-123.10330997737606, 49.27744269074446], [-123.10332481045484, 49.27744196506298], [-123.10347074510267, 49.277434823628695], [-123.10347085235745, 49.277434831628305], [-123.10347090181982, 49.2774348162922], [-123.10356020209723, 49.2774406695155], [-123.10356024747273, 49.277440672173405], [-123.10365945645368, 49.277446602792736], [-123.10365950457889, 49.277446605448105], [-123.10384506018863, 49.27745615453528], [-123.10406809093347, 49.27746872254456], [-123.1045535828092, 49.27749552798663], [-123.10483114418128, 49.27751506950807], [-123.10487750499378, 49.27751874424841], [-123.10492650183974, 49.277522627063796], [-123.10504771603746, 49.27753393901448], [-123.1051182382195, 49.277540723813345], [-123.10515884032411, 49.27754462945863], [-123.1052777875057, 49.277555943231064], [-123.10538495973512, 49.277567531179734], [-123.10543207445636, 49.27757332877294], [-123.10551206359057, 49.27758315945751], [-123.10561401120661, 49.277597185161625], [-123.10569145389445, 49.27760880719157], [-123.10573195212852, 49.27761488416789], [-123.1057751287441, 49.277621679192464], [-123.10584671937787, 49.2776329457683], [-123.10595956283284, 49.277652718103816], [-123.1060089977647, 49.277662043044245], [-123.10606821325085, 49.27767321289332], [-123.10618151203886, 49.27769558240314], [-123.10628563562095, 49.277717530271964], [-123.10632351967897, 49.27772582136115]], ""type"": ""LineString""}"
227053,Seaside,"{""coordinates"": [[-123.2117256206488, 49.275339553740565], [-123.21214834210866, 49.27543569890706], [-123.21273576578137, 49.27556928774137], [-123.21292991283504, 49.275638545738815], [-123.21312936388884, 49.2757249132794], [-123.21334969117295, 49.27582032977465], [-123.21349407708644, 49.27590124291214], [-123.21349413081208, 49.27590126799941], [-123.2136613357911, 49.275958204351625]], ""type"": ""LineString""}"
227054,Seaside,"{""coordinates"": [[-123.21508446121508, 49.27598541011949], [-123.21506583547975, 49.27603793534147], [-123.2151271083379, 49.27623306735097], [-123.21549766048706, 49.27640313441562]], ""type"": ""LineString""}"
227060,Ontario,"{""coordinates"": [[-123.10595862093483, 49.225750218169544], [-123.10597412862202, 49.225277783390396], [-123.1059741216704, 49.225277743817614]], ""type"": ""LineString""}"
227062,Ontario,"{""coordinates"": [[-123.1059741216704, 49.225277743817614], [-123.10599045554137, 49.2248045238522]], ""type"": ""LineString""}"
227106,Masumi Mitsui Greenway,"{""coordinates"": [[-123.0720204570828, 49.216287206768186], [-123.07201201519979, 49.21633179713057], [-123.072007402478, 49.216356161919485], [-123.07200739566059, 49.216356195206274], [-123.07198717507836, 49.21645105582642], [-123.0719871668904, 49.21645109091312], [-123.07196443437324, 49.216545707522016], [-123.07193919400572, 49.21664006572325], [-123.07191242241599, 49.21673060277699]], ""type"": ""LineString""}"
227109,Cambie,"{""coordinates"": [[-123.10954633718234, 49.28251140954517], [-123.10977382232377, 49.28197573776007]], ""type"": ""LineString""}"
227119,Quebec,"{""coordinates"": [[-123.10212970347048, 49.27714051860294], [-123.10213055146184, 49.27706380781785], [-123.10213129515688, 49.27698985414809]], ""type"": ""LineString""}"
227120,Quebec,"{""coordinates"": [[-123.10213129515688, 49.27698985414809], [-123.10213312410792, 49.2768076181788]], ""type"": ""LineString""}"
227156,Arbutus Greenway,"{""coordinates"": [[-123.15546414448924, 49.22849927491672], [-123.15544968375116, 49.22842332937627], [-123.15543395948009, 49.22836928450263]], ""type"": ""LineString""}"
227161,Cambie,"{""coordinates"": [[-123.10893599414253, 49.28394714879713], [-123.10898665061075, 49.283828814487485]], ""type"": ""LineString""}"
227162,Smithe,"{""coordinates"": [[-123.11557645248931, 49.276526573294], [-123.11598966405923, 49.27679426975818]], ""type"": ""LineString""}"
227165,Nelson,"{""coordinates"": [[-123.11897220754435, 49.27664157543834], [-123.11952591787794, 49.27699992990449]], ""type"": ""LineString""}"
227170,Cypress,"{""coordinates"": [[-123.14794999118547, 49.2684921736143], [-123.14796663198481, 49.268053636265066]], ""type"": ""LineString""}"
227173,Knight St Bridge,"{""coordinates"": [[-123.07695046558153, 49.20963030780197], [-123.07695531700698, 49.20963432276565], [-123.07705260248693, 49.20971466140358], [-123.07699009274555, 49.21023639205778], [-123.0769234372236, 49.2102647122563], [-123.07691370507118, 49.21026884667494], [-123.07685588428645, 49.210293414413606], [-123.07695592010563, 49.21062528653265], [-123.0769415491857, 49.21104742965595], [-123.07694051707821, 49.211077763351184]], ""type"": ""LineString""}"
227182,Portside,"{""coordinates"": [[-123.02705347650911, 49.29159255793368], [-123.0270517100257, 49.29159383655947], [-123.02693090101407, 49.29181655255334], [-123.02692993518694, 49.291818334719544], [-123.02692990218888, 49.2918183491195], [-123.02637727429389, 49.2920624468976], [-123.02637326225107, 49.292064218060695], [-123.0263666433433, 49.29206714209835], [-123.02624733649841, 49.29211983951423], [-123.02614528207936, 49.29216491580355], [-123.02604656032165, 49.292208520542786], [-123.02604255650476, 49.2922102880944], [-123.0259483154938, 49.29225191460348], [-123.02567610021981, 49.292372148032555], [-123.02559742850218, 49.29240689309548], [-123.02485317228069, 49.29267503212657]], ""type"": ""LineString""}"
227210,Arbutus Greenway,"{""coordinates"": [[-123.15239858358045, 49.26285338733061], [-123.15242664548876, 49.26239373736351]], ""type"": ""LineString""}"
227211,Arbutus Greenway,"{""coordinates"": [[-123.15239350763247, 49.263313961330276], [-123.15239674758135, 49.263220796376665], [-123.15239858358045, 49.26285338733061]], ""type"": ""LineString""}"
227220,Cambie,"{""coordinates"": [[-123.11732119846778, 49.20646525839662], [-123.11734148539098, 49.206068386909436]], ""type"": ""LineString""}"
227245,Ontario,"{""coordinates"": [[-123.106029205611, 49.223641419980595], [-123.10603728794867, 49.223405292155746], [-123.1060513956317, 49.22295893484533], [-123.10605139828402, 49.222958890766066]], ""type"": ""LineString""}"
227248,Richards,"{""coordinates"": [[-123.11095341720318, 49.284677943768564], [-123.11116111650175, 49.28453528849064], [-123.11140378819503, 49.28436858650819]], ""type"": ""LineString""}"
227249,Richards,"{""coordinates"": [[-123.11240538377129, 49.28370642535542], [-123.1128853114284, 49.28338899452051]], ""type"": ""LineString""}"
227277,Richards,"{""coordinates"": [[-123.12344083695211, 49.276405946484594], [-123.12423609224066, 49.275879954246165]], ""type"": ""LineString""}"
227295,Seaside,"{""coordinates"": [[-123.1354328320829, 49.27758133405751], [-123.13564593275069, 49.27740894412124], [-123.13572636965849, 49.27734387294124], [-123.13623206653764, 49.27730955847863]], ""type"": ""LineString""}"
227393,Portside,"{""coordinates"": [[-123.03705335380025, 49.28833770902215], [-123.03703833091463, 49.28831283590963], [-123.03700297459982, 49.2882542086532], [-123.0369988867151, 49.288247428506914], [-123.03684137525501, 49.28821685209246], [-123.03638580040254, 49.28817383223878], [-123.03625938422547, 49.288161894912136], [-123.0362118146928, 49.28815740235133], [-123.03618953629078, 49.28815782490721]], ""type"": ""LineString""}"
227394,Portside,"{""coordinates"": [[-123.03618953629078, 49.28815782490721], [-123.03570060908142, 49.288167093594055], [-123.03504091553454, 49.2882452539213], [-123.03424933061429, 49.28841254675863], [-123.03364072069512, 49.288510173760784], [-123.03361975318373, 49.288513427117515], [-123.03339387869275, 49.288560361919096], [-123.03337085606186, 49.28857291412641], [-123.03330258369316, 49.2885892312619]], ""type"": ""LineString""}"
227416,Dunsmuir,"{""coordinates"": [[-123.11542021171346, 49.282982373969524], [-123.11589927039375, 49.28329223433095], [-123.11590610905706, 49.283296657595564], [-123.11590616138531, 49.283296690825225]], ""type"": ""LineString""}"
227441,BC Parkway,"{""coordinates"": [[-123.06015864276263, 49.25761300988778], [-123.06021007090312, 49.257640641581766], [-123.06052180529586, 49.25780813059902], [-123.06071100959201, 49.257840759518096], [-123.06097621273142, 49.257886493647746], [-123.06210332054866, 49.257885893305115], [-123.06210363347324, 49.25814624968923]], ""type"": ""LineString""}"
227442,BC Parkway,"{""coordinates"": [[-123.0482399109998, 49.24461706749481], [-123.04712243246884, 49.244613060767826]], ""type"": ""LineString""}"
227484,Prince Edward,"{""coordinates"": [[-123.09758592938161, 49.22285962268769], [-123.0976094690893, 49.22186989730014]], ""type"": ""LineString""}"
227497,Carrall,"{""coordinates"": [[-123.10426176613507, 49.2834966737867], [-123.10427102450097, 49.283277093212035]], ""type"": ""LineString""}"
227508,Hastings Park,"{""coordinates"": [[-123.03354436839088, 49.28403341346805], [-123.03363186727101, 49.28430470490274], [-123.03363926377202, 49.28448082190927], [-123.03354481720557, 49.28469504687716], [-123.03326874944614, 49.285337720075546], [-123.033145312929, 49.28572807214863], [-123.03291299484479, 49.2865230506044], [-123.0329567525706, 49.286670596666895], [-123.03306597454944, 49.286780044751914], [-123.0333061486315, 49.286846614677046], [-123.03355422356599, 49.28704924900638]], ""type"": ""LineString""}"
227512,Cambie Bridge,"{""coordinates"": [[-123.11476874557917, 49.273158149456236], [-123.114752130227, 49.27320124303055], [-123.11472316003592, 49.27327807813827], [-123.11470345744574, 49.27333205535308], [-123.11466932164866, 49.27347388043095], [-123.11465086826793, 49.27378991418336]], ""type"": ""LineString""}"
227550,Burrard,"{""coordinates"": [[-123.14562978360591, 49.26715836148542], [-123.14565489468302, 49.26648474294949]], ""type"": ""LineString""}"
227564,Seaside,"{""coordinates"": [[-123.11825992015038, 49.268680562928424], [-123.11825987489608, 49.26868060795071], [-123.11813974747203, 49.26873667018016], [-123.11813368955178, 49.268954854909346], [-123.11813368549667, 49.26895488369812], [-123.1180920512701, 49.26907582261942], [-123.11809204310828, 49.26907585860853], [-123.11798062351795, 49.269176064696765], [-123.11792352396759, 49.269243246051374], [-123.11792141434286, 49.26924572728089], [-123.11793453888731, 49.26930557062924], [-123.11793870948237, 49.26932459931085], [-123.11791261999628, 49.26945933891473], [-123.11781128594356, 49.26947688486852], [-123.11771197029175, 49.26949407246733], [-123.11763831772191, 49.26950385059745], [-123.11758630865857, 49.26951075517915], [-123.11754840135723, 49.26959092296673], [-123.11751651050982, 49.26967159285039], [-123.11748259997316, 49.269757367752845], [-123.11730618045644, 49.26988471749056], [-123.11688394586967, 49.2700232792271], [-123.11688391291027, 49.270023292753244], [-123.11675847790949, 49.27007961256576], [-123.11666085769278, 49.27015597874081], [-123.1164901125592, 49.27028943103054], [-123.11633616429344, 49.27035838319322], [-123.1162705360914, 49.270387769992595], [-123.11602996979961, 49.27045941478365], [-123.1158377716757, 49.27057814361776], [-123.1158030347618, 49.27060602036652], [-123.1157429595835, 49.27065423274084], [-123.11564861869874, 49.270709734909474], [-123.11555629832749, 49.27076404851359], [-123.11541772689142, 49.27079052134872], [-123.11531540823574, 49.27081005762832], [-123.11517511083343, 49.270815054966924]], ""type"": ""LineString""}"
227565,Seaside,"{""coordinates"": [[-123.12049732279075, 49.27137095707186], [-123.12049495805618, 49.27137253189792], [-123.1198458247355, 49.271811452870885], [-123.11983943230285, 49.27272905284726], [-123.11996541597102, 49.272840978821925], [-123.11976372045329, 49.272826979249615], [-123.11971536508062, 49.272833371869794]], ""type"": ""LineString""}"
227566,Central Valley,"{""coordinates"": [[-123.07742746944433, 49.26604269360698], [-123.07743696093041, 49.26557301179648]], ""type"": ""LineString""}"
227570,York,"{""coordinates"": [[-123.15023586204117, 49.27161915719155], [-123.14783613744616, 49.2715804967694]], ""type"": ""LineString""}"
227623,Seaside,"{""coordinates"": [[-123.11547049517509, 49.28815062126395], [-123.1154701863922, 49.288150888729], [-123.11541126758353, 49.288201823359515], [-123.11540973875687, 49.288203145377075], [-123.1151445688247, 49.28845741005574], [-123.11448278010613, 49.28909207934365], [-123.11429127758059, 49.28927573072247], [-123.11407136886184, 49.28948662109848], [-123.11439698484917, 49.28960986760036], [-123.11518000455078, 49.28958346705733], [-123.1152269757774, 49.289581882955886], [-123.11603471996773, 49.289786752754225], [-123.11615866250638, 49.28983684554283], [-123.11638964624558, 49.28993019882561], [-123.11674613277845, 49.29006087269117], [-123.11716776647408, 49.29022082344457], [-123.11764175475246, 49.290400631964566], [-123.1181574072261, 49.290082730358044], [-123.11873062265532, 49.28979633763435], [-123.11873067760877, 49.28979631508996]], ""type"": ""LineString""}"
227627,Seaside,"{""coordinates"": [[-123.13714486901962, 49.26990657817483], [-123.13714483735819, 49.269906562021056], [-123.1371334774716, 49.26989966089562], [-123.13713229880393, 49.26989894717629], [-123.13709076564146, 49.26987369117175], [-123.13691105527214, 49.26976439851544], [-123.13677819345912, 49.26973280462038], [-123.13675827156027, 49.269728067043374], [-123.13659713370627, 49.26974175854614], [-123.13648147032855, 49.26974161457584], [-123.13640430917442, 49.269741518592966], [-123.13623830908908, 49.269677328615195], [-123.13598352948163, 49.26949677758881]], ""type"": ""LineString""}"
227694,Arbutus Greenway,"{""coordinates"": [[-123.14802549558536, 49.266515669109594], [-123.1496947939937, 49.26654864112517], [-123.14988328450427, 49.266548396766304], [-123.15015322509261, 49.26654274540663], [-123.15034924449701, 49.26652367883373], [-123.15042718940573, 49.26651238914742]], ""type"": ""LineString""}"
227718,Cassiar,"{""coordinates"": [[-123.02830712542627, 49.28889458061598], [-123.028306761297, 49.289046410081305]], ""type"": ""LineString""}"
227721,Ontario,"{""coordinates"": [[-123.10473257456434, 49.266933813591685], [-123.10475169979516, 49.266481751419825]], ""type"": ""LineString""}"
227730,10th Ave,"{""coordinates"": [[-123.0697810788557, 49.261369583309225], [-123.06591261720204, 49.261340477855384]], ""type"": ""LineString""}"
227768,Central Valley,"{""coordinates"": [[-123.045827628688, 49.258952195900356], [-123.04546087871185, 49.25904380409694], [-123.04503892420378, 49.25912014260083], [-123.04466915959989, 49.25913935239986], [-123.044282248962, 49.25913761324406]], ""type"": ""LineString""}"
227790,Cardero,"{""coordinates"": [[-123.1391960674746, 49.284866458742044], [-123.1397279812178, 49.284514807068895], [-123.13972802783948, 49.28451476113712]], ""type"": ""LineString""}"
227798,Dumfries,"{""coordinates"": [[-123.07403732203025, 49.21724300317018], [-123.07404285234772, 49.216813138691464]], ""type"": ""LineString""}"
227824,York,"{""coordinates"": [[-123.14641482469273, 49.271557452818236], [-123.14601655217909, 49.271972704571105], [-123.14558210284464, 49.27242804890928]], ""type"": ""LineString""}"
227850,Chilco,"{""coordinates"": [[-123.14210076057067, 49.290921314919736], [-123.14210080861791, 49.290921285176616], [-123.1426328438886, 49.29056919759397]], ""type"": ""LineString""}"
227905,Arbutus Greenway,"{""coordinates"": [[-123.14493772707281, 49.20951774618923], [-123.14483781038436, 49.20932244878678], [-123.14461567499502, 49.208873656892166], [-123.14446882545394, 49.20859397008112]], ""type"": ""LineString""}"
227906,Arbutus Greenway,"{""coordinates"": [[-123.14951221792509, 49.21826485235821], [-123.14944468398608, 49.218151534465875], [-123.14931928313008, 49.21794227753416]], ""type"": ""LineString""}"
227907,Arbutus Greenway,"{""coordinates"": [[-123.1553008207019, 49.22802747082885], [-123.15523395015258, 49.22789809276908], [-123.15521660586126, 49.22787000317511]], ""type"": ""LineString""}"
227948,Dunsmuir,"{""coordinates"": [[-123.1139631506717, 49.28204068038898], [-123.11421496659341, 49.28220336320822]], ""type"": ""LineString""}"
228008,Smithe,"{""coordinates"": [[-123.11598966405923, 49.27679426975818], [-123.11654524588734, 49.27715596483292]], ""type"": ""LineString""}"
228034,Dunsmuir,"{""coordinates"": [[-123.11055085381177, 49.27985058753457], [-123.11055089925017, 49.2798506171752], [-123.11153627446178, 49.280469173701256]], ""type"": ""LineString""}"
228046,Seaside,"{""coordinates"": [[-123.10643938387796, 49.27575019745925], [-123.10639474792724, 49.27573789807081], [-123.10621199951775, 49.275734476218624], [-123.10525574680112, 49.275722757988056], [-123.1051281872674, 49.27571360637362], [-123.10486458316086, 49.27569468885574], [-123.10486454328225, 49.27569468439434], [-123.10333888735009, 49.275672326013684], [-123.10324235161701, 49.275641924921416], [-123.10319678072432, 49.27557841643241]], ""type"": ""LineString""}"
228068,Seaside,"{""coordinates"": [[-123.12772500660678, 49.26812418581203], [-123.1259883977774, 49.26811016735616], [-123.12590674550718, 49.26809596388775], [-123.1258284974319, 49.26807499766123], [-123.12579812607227, 49.26806369408165], [-123.12575507863146, 49.268047654825565], [-123.12575104753401, 49.268045712651585], [-123.1256916077166, 49.26801649795141], [-123.12568744027791, 49.26801445247872], [-123.12565294117883, 49.26799235011572], [-123.12562704174695, 49.26797575694771], [-123.12557456551059, 49.26793237617051], [-123.12555244929561, 49.26790832095344], [-123.12553104292643, 49.26788502055766], [-123.12553100709843, 49.2678849855153], [-123.12551759893647, 49.26786853346822], [-123.12549055784658, 49.26783533906839], [-123.12546102160016, 49.267807434750154], [-123.12544159896831, 49.26778906695028], [-123.1253849208025, 49.26774668911471], [-123.1253526698897, 49.26772746988169], [-123.12532134552451, 49.2677088163323], [-123.12525052471368, 49.26767084702484], [-123.12517421255636, 49.2676377554236], [-123.12517416302859, 49.26763773838636]], ""type"": ""LineString""}"
228069,Seaside,"{""coordinates"": [[-123.14045380320984, 49.273766884995716], [-123.14014090454307, 49.27382418379276], [-123.13971427697182, 49.273844210110795], [-123.13958593079774, 49.2739051790217], [-123.1395423024782, 49.27392589637187], [-123.1394780752766, 49.2740584137199], [-123.13947807674772, 49.27405844789984], [-123.13955784552071, 49.27440837335473], [-123.13968095450545, 49.27456820046541], [-123.13968758315909, 49.27457679635179]], ""type"": ""LineString""}"
228071,Seaside,"{""coordinates"": [[-123.13980622238901, 49.27473084392122], [-123.13982209980858, 49.27488265902108]], ""type"": ""LineString""}"
225131,Seaside,"{""coordinates"": [[-123.13048439225132, 49.27249601539955], [-123.1305055947476, 49.27245498146834], [-123.13063695695938, 49.27236202151856], [-123.13066531295438, 49.27232556611822], [-123.13065808564242, 49.2722931088385], [-123.1298408652264, 49.27176081294581], [-123.12980487311506, 49.27173828084447], [-123.12976685704314, 49.27172186503857], [-123.12972782974923, 49.27170931828907], [-123.12968473632525, 49.27170208235533], [-123.12964425708918, 49.271697810987014], [-123.12959970910934, 49.27169786096204], [-123.12955767199581, 49.27170447279747], [-123.12952732277496, 49.27171592892096], [-123.12929364603939, 49.271869347312794], [-123.1292243477885, 49.27189775429988], [-123.12916150864038, 49.271882265573744], [-123.12823823821586, 49.27128312647653], [-123.12781758468621, 49.27101014493617], [-123.12781011988474, 49.271006815076554]], ""type"": ""LineString""}"
225205,Stanley Park Trails,"{""coordinates"": [[-123.1506388272651, 49.29647801122809], [-123.14989823118748, 49.29706671867106], [-123.14967143147672, 49.29715840342063], [-123.14904329077578, 49.29738769221168], [-123.14840309344848, 49.29742658631622], [-123.14808274618925, 49.297446047198875], [-123.14762886135838, 49.29753801869971], [-123.14715737116929, 49.29758431544912], [-123.14637163206875, 49.29768812796509], [-123.1456557940345, 49.29780327089861], [-123.14548131895548, 49.29787203375464], [-123.14527210938725, 49.298009383990546], [-123.14513340583927, 49.298363698377955], [-123.14513407673364, 49.29859217443213], [-123.1444551954101, 49.299404119746804], [-123.14435091975412, 49.29958703152997], [-123.14426447850762, 49.29989558411296], [-123.14437052374065, 49.3003181347183], [-123.14463459303231, 49.30101465968852], [-123.14461779278706, 49.301243158403956], [-123.1448113565675, 49.30172271814542], [-123.14512727587245, 49.302224971608126], [-123.14567017078458, 49.3026812429384], [-123.14593336023484, 49.30306932221604], [-123.1459874225017, 49.303629022760276]], ""type"": ""LineString""}"
225206,Stanley Park Trails,"{""coordinates"": [[-123.147076521593, 49.308080088698574], [-123.14633517216237, 49.30848086458077], [-123.14616240078895, 49.30913795492011], [-123.14638240459482, 49.30968030896991], [-123.14686390142336, 49.31002241366392], [-123.14677857775216, 49.31070795224121], [-123.14590555457607, 49.31090897457683], [-123.14555720075641, 49.311280688887194], [-123.14534081164526, 49.31196639214391], [-123.144908183308, 49.31193865560781]], ""type"": ""LineString""}"
225231,Hornby,"{""coordinates"": [[-123.1256320308311, 49.2800929766528], [-123.12563207614164, 49.280092952316544], [-123.12656888453144, 49.27947328276426]], ""type"": ""LineString""}"
225233,Hornby,"{""coordinates"": [[-123.11837434562244, 49.284894034487934], [-123.11892519596245, 49.28452967707576]], ""type"": ""LineString""}"
