objectID,bikeRouteName,Geom
228271,10th Ave,"{""coordinates"": [[-123.15717107033365, 49.262930632165954], [-123.15770271729451, 49.26293917190165]], ""type"": ""LineString""}"
228288,Hastings Park,"{""coordinates"": [[-123.04407641216247, 49.28120819697163], [-123.04360937279633, 49.28135305439352], [-123.04292268028185, 49.281520861959635], [-123.0424571184936, 49.28162765647748], [-123.04238713333753, 49.28146774794169], [-123.0422124161934, 49.28135357316211], [-123.04167688328218, 49.28131568737807], [-123.04152555266387, 49.28132335807628], [-123.04115317173382, 49.28149104174619], [-123.03988415464298, 49.28135440024678], [-123.03926713549892, 49.28131653139202], [-123.03925557235321, 49.28141554252703], [-123.03902274549029, 49.281415621389], [-123.03872014376898, 49.281507114172534], [-123.0385340246252, 49.28168995926189], [-123.03901207234796, 49.28264178970505], [-123.03861637095733, 49.28278662528877], [-123.03853509279975, 49.28306082621865], [-123.03852362863958, 49.28328930744515], [-123.0386052163933, 49.283411135127814]], ""type"": ""LineString""}"
228291,Burrard,"{""coordinates"": [[-123.14541951669227, 49.27275418999906], [-123.14542568936996, 49.27259198269497], [-123.14543201128758, 49.27242584249926]], ""type"": ""LineString""}"
228292,Hornby,"{""coordinates"": [[-123.11628030772495, 49.28686989560496], [-123.11637926951397, 49.28693388026935], [-123.11637930667997, 49.28693389642323], [-123.1170234650431, 49.28712281368225]], ""type"": ""LineString""}"
228293,Hornby,"{""coordinates"": [[-123.12975512824109, 49.27736556115735], [-123.13134734944724, 49.27631138836089]], ""type"": ""LineString""}"
228294,Hornby,"{""coordinates"": [[-123.1281609593659, 49.27842010795007], [-123.12891653716791, 49.27792031266189], [-123.12975512824109, 49.27736556115735]], ""type"": ""LineString""}"
228295,Hornby,"{""coordinates"": [[-123.12497424357247, 49.28052804024762], [-123.1256320308311, 49.2800929766528]], ""type"": ""LineString""}"
228296,Hornby,"{""coordinates"": [[-123.12179065297762, 49.282634459280445], [-123.12248869433475, 49.28217244065736]], ""type"": ""LineString""}"
228304,BC Parkway,"{""coordinates"": [[-123.0598049984814, 49.2535537321169], [-123.06019520493486, 49.25370434872916], [-123.06015859463062, 49.25761298382672], [-123.06015864276263, 49.25761300988778]], ""type"": ""LineString""}"
228305,BC Parkway,"{""coordinates"": [[-123.04964185002696, 49.24462190941998], [-123.04951477025553, 49.244621498002026], [-123.0495147249184, 49.244621500720015], [-123.04892197721475, 49.24461950713576], [-123.0489219153904, 49.2446195098605]], ""type"": ""LineString""}"
228306,BC Parkway,"{""coordinates"": [[-123.0570215442452, 49.24883847312651], [-123.0566412101696, 49.248580883078446]], ""type"": ""LineString""}"
228307,Fraser River Trail,"{""coordinates"": [[-123.04406751748832, 49.205556447043314], [-123.04412755361163, 49.205579503350975], [-123.04422957670997, 49.205609772176174], [-123.04431245650757, 49.20562736758972], [-123.04440484274251, 49.205641182165174], [-123.04453389288085, 49.20563861379846], [-123.04464742253975, 49.20562346147326], [-123.04478221696078, 49.2055893234202], [-123.04497279866789, 49.20553124231391], [-123.04513068990855, 49.20550213132405], [-123.04529822657308, 49.205497029276174], [-123.04549080036557, 49.20551341228441], [-123.04567180851473, 49.20550947287706], [-123.04583729017249, 49.20548674457912], [-123.04599133033247, 49.205455116157594], [-123.04614729268482, 49.205420968079856], [-123.04641488091372, 49.20539693877331], [-123.04661321577831, 49.20539937668674], [-123.0468405489436, 49.20542320770819], [-123.04700412312494, 49.20541810479265], [-123.04727570056622, 49.20542303042237], [-123.04755484993001, 49.205412842898916], [-123.04771318754872, 49.20537021366264]], ""type"": ""LineString""}"
228335,Hastings Park,"{""coordinates"": [[-123.04407397219909, 49.28296922112635], [-123.043890216728, 49.28299037305676], [-123.04237679674466, 49.28299093798542], [-123.04219049711534, 49.28295292598846], [-123.04123587290377, 49.28294565438275], [-123.04117784263889, 49.28315892185862], [-123.04056111856846, 49.28350947229621], [-123.0386052163933, 49.283411135127814], [-123.03829096396574, 49.28351024685923], [-123.03819794187127, 49.28365498029194], [-123.03783738814631, 49.28462492596377]], ""type"": ""LineString""}"
228345,Central Valley,"{""coordinates"": [[-123.0793788409388, 49.26519772388405], [-123.07937888354846, 49.26519772385478], [-123.08084370381617, 49.265209118897346], [-123.08088218538776, 49.26520966136199], [-123.08091669729274, 49.26521014722561], [-123.08096410175365, 49.26521127979563], [-123.08098979367517, 49.26521190224798], [-123.08106278017488, 49.2652145406301], [-123.08113566906745, 49.265218002095665], [-123.0812084534456, 49.26522226326223], [-123.08128111698421, 49.26522742488772], [-123.08129318909232, 49.26522898425841], [-123.08130967977395, 49.26523109552247]], ""type"": ""LineString""}"
228354,Quebec,"{""coordinates"": [[-123.10220340839005, 49.27135204740674], [-123.10227438694223, 49.27122362858394], [-123.10227804784854, 49.271217051655746]], ""type"": ""LineString""}"
228355,Burrard,"{""coordinates"": [[-123.13150762551747, 49.27754060246586], [-123.1318374159736, 49.277322338976006]], ""type"": ""LineString""}"
228357,Burrard,"{""coordinates"": [[-123.13207763334043, 49.27716346422781], [-123.13236907546052, 49.27697066612746]], ""type"": ""LineString""}"
228383,10th Ave,"{""coordinates"": [[-123.12421067603148, 49.26240121684054], [-123.12422637264365, 49.26240146982117], [-123.12487764755592, 49.26241199196843]], ""type"": ""LineString""}"
228393,Arbutus Greenway,"{""coordinates"": [[-123.15274946454628, 49.251475444216744], [-123.1527494416401, 49.251440852200524], [-123.1526934036569, 49.25118651425317], [-123.15267886728444, 49.25114431975933], [-123.15264690502865, 49.25107023861673], [-123.15261332864921, 49.25100697365981], [-123.15260130403166, 49.25098431617111], [-123.1525450887942, 49.250886546613394], [-123.15254434036876, 49.25088535933192], [-123.1524721978689, 49.25077101007159], [-123.15241725705104, 49.25068622607738], [-123.1523550282859, 49.25059834831292], [-123.15227005366971, 49.250484804723776], [-123.15210727406173, 49.25026168290431], [-123.15180816919812, 49.24986034666216], [-123.15180496678049, 49.24985604935114], [-123.15148298490546, 49.24942567151189], [-123.15117314400888, 49.249004196530365], [-123.15084045354497, 49.2485609559768], [-123.15051233386023, 49.24811871054727], [-123.15026694783991, 49.24780032527866], [-123.1502549562353, 49.24778476562919], [-123.15010597575602, 49.24758467682723], [-123.15010595782023, 49.24758465256341]], ""type"": ""LineString""}"
228395,Arbutus Greenway,"{""coordinates"": [[-123.15254954042183, 49.259134372081824], [-123.15255344099113, 49.25902652958998], [-123.15256528372636, 49.258673881702215]], ""type"": ""LineString""}"
228398,Cypress,"{""coordinates"": [[-123.14780272918446, 49.272462806220084], [-123.14783613744616, 49.2715804967694]], ""type"": ""LineString""}"
228449,Arbutus Greenway,"{""coordinates"": [[-123.15253257484626, 49.25959435490679], [-123.15253667871447, 49.25949002298812], [-123.15254954042183, 49.259134372081824]], ""type"": ""LineString""}"
228450,Arbutus Greenway,"{""coordinates"": [[-123.15248051018649, 49.260994623072726], [-123.15248488847739, 49.2608914107232], [-123.15249256829426, 49.260514851079165]], ""type"": ""LineString""}"
228493,Beatty,"{""coordinates"": [[-123.11445674651866, 49.277267167655964], [-123.11557645248931, 49.276526573294]], ""type"": ""LineString""}"
228494,Beatty,"{""coordinates"": [[-123.10845518787391, 49.28123843384853], [-123.10845523729913, 49.28123840051999], [-123.10914380226171, 49.28078231009237]], ""type"": ""LineString""}"
228551,Beatty,"{""coordinates"": [[-123.11227364331891, 49.278709839599905], [-123.11241841201236, 49.27861690723927], [-123.11252692390802, 49.27854418980288]], ""type"": ""LineString""}"
228553,Mosaic,"{""coordinates"": [[-123.07358015268335, 49.26501386646289], [-123.07358574656789, 49.26471785866047], [-123.07359549566334, 49.26420295441156]], ""type"": ""LineString""}"
228557,BC Parkway,"{""coordinates"": [[-123.02994138219213, 49.23734233332581], [-123.02994130662489, 49.23734231355588], [-123.02975639458278, 49.237265647184415], [-123.02975635336004, 49.237265629204536], [-123.02815085628643, 49.23652589197738], [-123.02620796045682, 49.23563069504471], [-123.02481552696543, 49.23498905216403], [-123.0236536522694, 49.23439249261042]], ""type"": ""LineString""}"
228558,Marine Way,"{""coordinates"": [[-123.02714822695054, 49.206397295145635], [-123.02778894886822, 49.20658273186622], [-123.02813947832878, 49.20665307205125], [-123.02910689735349, 49.20676918553243], [-123.03264938322882, 49.20706524599416], [-123.03290661077229, 49.20708501481487], [-123.03320569983572, 49.20708688839467], [-123.03357057170763, 49.20706522750579]], ""type"": ""LineString""}"
228560,Pacific,"{""coordinates"": [[-123.12843375634301, 49.27437265543036], [-123.1286680221547, 49.274529475106334]], ""type"": ""LineString""}"
228561,Pacific,"{""coordinates"": [[-123.12795693322617, 49.27405343241371], [-123.12843375634301, 49.27437265543036]], ""type"": ""LineString""}"
228562,Central Valley,"{""coordinates"": [[-123.06973609148321, 49.263717933222736], [-123.06907591876578, 49.26346636961095]], ""type"": ""LineString""}"
228568,Pacific,"{""coordinates"": [[-123.1294420817826, 49.27504768966742], [-123.12989586412235, 49.275351492168326]], ""type"": ""LineString""}"
228572,BC Parkway,"{""coordinates"": [[-123.03468245113528, 49.239430784913175], [-123.03416965730699, 49.239219279679716]], ""type"": ""LineString""}"
228576,Pacific,"{""coordinates"": [[-123.12747999381172, 49.27373470227724], [-123.12794509262945, 49.27404551626481], [-123.12795693322617, 49.27405343241371]], ""type"": ""LineString""}"
228578,BC Parkway,"{""coordinates"": [[-123.0366738503558, 49.240249109254655], [-123.03468245113528, 49.239430784913175]], ""type"": ""LineString""}"
228580,BC Parkway,"{""coordinates"": [[-123.03340764065018, 49.23890341963075], [-123.03239277919523, 49.23848003990518], [-123.03239274758808, 49.238480023722595]], ""type"": ""LineString""}"
228587,Richards,"{""coordinates"": [[-123.12747999381172, 49.27373470227724], [-123.12787334883927, 49.273474483803945]], ""type"": ""LineString""}"
228591,Central Valley,"{""coordinates"": [[-123.09820088147455, 49.26776379770497], [-123.09736050974851, 49.26728369748226], [-123.09715163416375, 49.26717331329672]], ""type"": ""LineString""}"
228592,Marine Way,"{""coordinates"": [[-123.02335843021518, 49.2054321730552], [-123.02378714212458, 49.20543235721973], [-123.02386221102996, 49.205435553055906], [-123.02393718425809, 49.20543960341614], [-123.02401204671148, 49.205444508303714], [-123.02408675995419, 49.20545026772696], [-123.02416130888867, 49.205456881689194], [-123.02423566468894, 49.20546435019688], [-123.02430980950722, 49.20547266425875], [-123.02438372825031, 49.20548183287383], [-123.02445739894742, 49.205491838056474], [-123.02453078316681, 49.20550268881068], [-123.02460386442884, 49.20551436714989], [-123.02467663176314, 49.205526891067606], [-123.0247490426058, 49.20554024258297], [-123.02482109558281, 49.20555441270164], [-123.0248927659906, 49.20556941042486], [-123.0249640098966, 49.205585226767575], [-123.02503483004512, 49.205601852734674], [-123.02510519760968, 49.205619289232715], [-123.02517509062442, 49.205637529970616], [-123.02524448437212, 49.205656557863556], [-123.02531335551929, 49.205676377415195], [-123.02538170681473, 49.20569698952538], [-123.02544948196385, 49.20571837441778], [-123.02551667959666, 49.20574053299325], [-123.025583288728, 49.20576345625991], [-123.02564926542405, 49.205787135233216], [-123.02571459870451, 49.20581157081625], [-123.0257757444807, 49.20583534074547], [-123.0264070618064, 49.20610504976352], [-123.02686922681107, 49.206292906136845], [-123.02692672152551, 49.20631600165708], [-123.02698884338682, 49.20634003157806], [-123.02705160879435, 49.20636334259086], [-123.02711497244036, 49.206385932906045], [-123.02714822695054, 49.206397295145635]], ""type"": ""LineString""}"
228594,Marine Way,"{""coordinates"": [[-123.03898713759628, 49.20781374977685], [-123.03897845818983, 49.20781046042946], [-123.03891590258924, 49.207785816433415], [-123.03885401922129, 49.207760461549206], [-123.03879282182376, 49.207734404768644], [-123.03873232413433, 49.20770765508347], [-123.03867255361259, 49.20768021248559], [-123.03861351027383, 49.20765209496668], [-123.03855523531352, 49.2076233115094], [-123.03854232489238, 49.20761678523636], [-123.03812861594648, 49.20740710736105], [-123.03809818064458, 49.2073917984215], [-123.0380397554288, 49.20736322164417], [-123.0379805894305, 49.20733531972765], [-123.03792068264858, 49.207308092670814], [-123.03786004882451, 49.20728155845856], [-123.03779872915071, 49.20725572607161], [-123.03773672361886, 49.207230586513596], [-123.03767405970582, 49.20720616676029], [-123.03761076486778, 49.207182466801726], [-123.03754683910968, 49.20715949563213], [-123.03748230989429, 49.20713726223691], [-123.0374172046775, 49.20711576660612], [-123.03735153719278, 49.20709501772965], [-123.03728533489583, 49.20707501559768], [-123.03721859780448, 49.20705578719517], [-123.0371513670896, 49.20703731451741], [-123.03708364276208, 49.207019615554074], [-123.03701546601276, 49.207002699286434], [-123.0369468368322, 49.206986556718405], [-123.03687779641771, 49.2069712058266], [-123.03680835849525, 49.206956646605896], [-123.03673855052637, 49.20694288804217], [-123.03666837249465, 49.20692991214416], [-123.03666466521975, 49.20692927465523]], ""type"": ""LineString""}"
228601,Yukon,"{""coordinates"": [[-123.11431388648145, 49.24897167617868], [-123.11470458703292, 49.248978251243194]], ""type"": ""LineString""}"
228622,Midtown/Ridgeway,"{""coordinates"": [[-123.08247577140912, 49.23645465203121], [-123.08191968983071, 49.236447846099495]], ""type"": ""LineString""}"
228638,Cambie,"{""coordinates"": [[-123.11681946549332, 49.21783105564849], [-123.11685438724108, 49.21693872645173]], ""type"": ""LineString""}"
228654,Northern,"{""coordinates"": [[-123.08838160652843, 49.26987731086748], [-123.08800876898327, 49.26977350395102], [-123.08761971045874, 49.2696864742771], [-123.08712609027492, 49.26963270726044], [-123.0842037554348, 49.26908399278227], [-123.0842030431697, 49.269083866469046]], ""type"": ""LineString""}"
228660,Central Valley,"{""coordinates"": [[-123.04702247338578, 49.25862805638168], [-123.04616797125625, 49.25873864810921], [-123.04598470301721, 49.258835849693], [-123.045827628688, 49.258952195900356]], ""type"": ""LineString""}"
228661,Seaside,"{""coordinates"": [[-123.12608692818607, 49.271040747418496], [-123.12604060102976, 49.27107442110333], [-123.12603562381528, 49.27107838082034], [-123.12569067673131, 49.27135279428599], [-123.12556038666001, 49.271456441848635], [-123.12498715919938, 49.27190664224622], [-123.12482711265787, 49.27204585217029], [-123.12474266067973, 49.27208992087655]], ""type"": ""LineString""}"
228662,Seaside,"{""coordinates"": [[-123.13168866398588, 49.273559964195336], [-123.13168770689067, 49.2735593437184], [-123.13165371835119, 49.27353732084283], [-123.13130697117481, 49.27331265300738], [-123.13129270234377, 49.27329433971882], [-123.13128050104888, 49.27326719349932], [-123.13132901985003, 49.273225409667404], [-123.13136130101539, 49.27317303174821], [-123.13135602646666, 49.273107385434244], [-123.13130723382807, 49.273046466081574], [-123.13080615065512, 49.2727302885076], [-123.13051795106384, 49.27254112437192], [-123.13048439225132, 49.27249601539955]], ""type"": ""LineString""}"
228667,Fraser River Trail,"{""coordinates"": [[-123.06707735902259, 49.20661762994583], [-123.06732203898798, 49.20680333036157], [-123.06745296175205, 49.20691749420637], [-123.0675620519136, 49.20699834311171], [-123.06757606697674, 49.2070269759267], [-123.06759651859286, 49.20705389586752], [-123.0676229528691, 49.2070784825213], [-123.06765473750622, 49.207100169550856], [-123.06769115792513, 49.20711846262944], [-123.06775858628998, 49.20713250972295], [-123.067827902767, 49.20714178816308], [-123.06783987819144, 49.20714253673481]], ""type"": ""LineString""}"
228669,BC Parkway,"{""coordinates"": [[-123.04712243246884, 49.244613060767826], [-123.04651033169004, 49.244271649130646], [-123.04649535701265, 49.24426551141318]], ""type"": ""LineString""}"
228671,Portside,"{""coordinates"": [[-123.03100254247146, 49.289084351608096], [-123.03099170536098, 49.28909189696009], [-123.03093369642858, 49.28914883929798], [-123.03088880122445, 49.2891929087206], [-123.0308887654885, 49.28919293841422], [-123.0304715824414, 49.289474788495006], [-123.03047153845336, 49.28947481729114], [-123.0301302795969, 49.28969455696735], [-123.03006040482447, 49.28973954918145]], ""type"": ""LineString""}"
228672,Portside,"{""coordinates"": [[-123.02830287820589, 49.29068783124454], [-123.02830024301305, 49.290689741562716], [-123.02705347650911, 49.29159255793368]], ""type"": ""LineString""}"
228673,Central Valley,"{""coordinates"": [[-123.10459786749858, 49.27018919078825], [-123.104610881744, 49.27018941827845], [-123.10463357801825, 49.270189836693234]], ""type"": ""LineString""}"
228677,Canada Line Bridge,"{""coordinates"": [[-123.11743434288469, 49.205682683054164], [-123.11750358352091, 49.204200908003095], [-123.11753647174142, 49.203795900748595], [-123.11757643285233, 49.20330379465389]], ""type"": ""LineString""}"
228680,Smithe,"{""coordinates"": [[-123.12241388954685, 49.28095295180959], [-123.12338294864017, 49.28158057621614]], ""type"": ""LineString""}"
228681,Smithe,"{""coordinates"": [[-123.12142152941958, 49.280311320215], [-123.12192853796616, 49.28063658277179]], ""type"": ""LineString""}"
228695,Smithe,"{""coordinates"": [[-123.11945789745212, 49.279040539754014], [-123.11994299232848, 49.27935475257581]], ""type"": ""LineString""}"
228714,Cambie Bridge,"{""coordinates"": [[-123.115343172603, 49.26640722203675], [-123.11601731336908, 49.26607966054097], [-123.11613041191065, 49.26604484432998]], ""type"": ""LineString""}"
225116,Central Valley,"{""coordinates"": [[-123.07742291314143, 49.26626599892514], [-123.07742747360875, 49.266042719690276], [-123.07742746944433, 49.26604269360698]], ""type"": ""LineString""}"
225127,Seaside,"{""coordinates"": [[-123.13237703876733, 49.29351651837265], [-123.1325504568675, 49.29361669748041], [-123.1325504871794, 49.29361671813451], [-123.13262318455246, 49.29367075770504], [-123.13269001805537, 49.29372796396245], [-123.13278978681524, 49.29384484491004], [-123.1328875511388, 49.29393062461066], [-123.13288758971251, 49.29393064885321], [-123.13301530460532, 49.293997574325886], [-123.13352166368124, 49.294206794371576], [-123.13369984355126, 49.29429876625462], [-123.1338347840025, 49.29441813952763], [-123.13387171107998, 49.29447848665485], [-123.13389058568542, 49.2945093523648], [-123.13402866522247, 49.294652910651756], [-123.13424269909154, 49.29474871161795], [-123.13445389648402, 49.29480153302116], [-123.13457724374138, 49.294829621645576], [-123.1346686727779, 49.29484318867473], [-123.13476546370015, 49.29485755174679], [-123.1350460428333, 49.294875385421356], [-123.13504608272763, 49.29487538897278], [-123.13531434052074, 49.29489324359036], [-123.13548201352168, 49.29491409580381], [-123.13548206168777, 49.29491410654153], [-123.13563818699674, 49.29495932375903], [-123.13580856127898, 49.295074202315476], [-123.1358086150158, 49.29507423823295], [-123.13586437852962, 49.295230030889776]], ""type"": ""LineString""}"
225130,Seaside,"{""coordinates"": [[-123.12474266067973, 49.27208992087655], [-123.12463001153799, 49.27209993535083], [-123.12431792002238, 49.27209037864327], [-123.12402099234868, 49.27211623868402], [-123.12367441643822, 49.272187477892615], [-123.12353134360409, 49.27218052653804], [-123.12335126553084, 49.272106973626755], [-123.12159723090632, 49.27096577571894], [-123.12154071899317, 49.270940294219756], [-123.12148877213174, 49.270927578371754], [-123.12120041411583, 49.270932108045116], [-123.12115497010517, 49.27093647249858], [-123.12110086747761, 49.27096908552511], [-123.12049732279075, 49.27137095707186]], ""type"": ""LineString""}"
225132,Seaside,"{""coordinates"": [[-123.11971536508062, 49.272833371869794], [-123.11965538603869, 49.27284130029289], [-123.1195211118546, 49.272864102650594], [-123.11943478769773, 49.27293299253783], [-123.1194150510391, 49.27302591258055], [-123.11941503326761, 49.27302595397682], [-123.11938393175716, 49.27309042676992], [-123.1193128737058, 49.273139507769436], [-123.11900191278278, 49.27327878346814], [-123.11848842019435, 49.27338138590753], [-123.11794694419753, 49.27339466179905], [-123.11754125269219, 49.27335681146121], [-123.11704237065538, 49.27321693172586], [-123.1167082949586, 49.273068339855], [-123.11557244964524, 49.273068042307045], [-123.11528870170237, 49.27311086403103], [-123.11512186186805, 49.273169217573084], [-123.11497890944749, 49.27321477663283], [-123.11482522129813, 49.27327446593621], [-123.11481392331346, 49.27327486575535], [-123.1147237236284, 49.273278057789284], [-123.11472316003592, 49.27327807813827]], ""type"": ""LineString""}"
225138,10th Ave,"{""coordinates"": [[-123.15380816961591, 49.262877690136726], [-123.15476022809098, 49.26289224319727]], ""type"": ""LineString""}"
225139,10th Ave,"{""coordinates"": [[-123.15239858358045, 49.26285338733061], [-123.15240999889227, 49.26285357376581], [-123.15296442859665, 49.262862651257976]], ""type"": ""LineString""}"
225207,Stanley Park Trails,"{""coordinates"": [[-123.144908183308, 49.31193865560781], [-123.14446700871777, 49.31191036863836], [-123.14403044035876, 49.311996592173216], [-123.14320156184351, 49.31236889716147]], ""type"": ""LineString""}"
225236,Hornby,"{""coordinates"": [[-123.11787925539534, 49.28522137211533], [-123.11837434562244, 49.284894034487934]], ""type"": ""LineString""}"
225237,Cambie Bridge,"{""coordinates"": [[-123.1147510479461, 49.27579035733411], [-123.1148526173454, 49.276043401674976], [-123.11508237485141, 49.27621638438926], [-123.11542489458654, 49.276484586839096], [-123.11557645248931, 49.276526573294]], ""type"": ""LineString""}"
225239,Seaside,"{""coordinates"": [[-123.10933004081616, 49.27223782639919], [-123.10857001896338, 49.27220337542969], [-123.10833172416272, 49.27218642367105], [-123.10831062379019, 49.272182613299044], [-123.10829952004916, 49.27218059888907], [-123.1082693454136, 49.2721711939088], [-123.1082421163411, 49.27215845074386], [-123.10821872600455, 49.27214282191752], [-123.10820686266084, 49.27213165110387], [-123.10819964299529, 49.27212485300144], [-123.1081857728385, 49.272104990211005], [-123.10818575351996, 49.27210495694685], [-123.10817733528813, 49.27208377395339], [-123.10799469738735, 49.271752668030885], [-123.1079946821814, 49.27175262936578], [-123.10799114119156, 49.27173635047586], [-123.10798361206652, 49.271720624019785], [-123.10797246418126, 49.271705887717516], [-123.10797242146593, 49.27170584188193], [-123.1079718071376, 49.27170528385449], [-123.10795770519107, 49.27169249867004], [-123.10795265286981, 49.27168918956121], [-123.1079398843991, 49.27168082426627], [-123.10791945878137, 49.271671130335704], [-123.10790910128328, 49.27166769844809], [-123.10787295643541, 49.27165876848816], [-123.10782336694898, 49.271656673018484], [-123.10782284864449, 49.27165665101416], [-123.10709101411514, 49.27164779851067], [-123.10699160174184, 49.27164560852553], [-123.10688730626138, 49.271643310532234], [-123.10686871137439, 49.27164162494209], [-123.10686865638321, 49.27164162319393], [-123.10684989685849, 49.27164199675281], [-123.10683142460297, 49.27164426173224], [-123.10681374823754, 49.27164841316455], [-123.10681370015473, 49.27164842760131], [-123.10679721262332, 49.27165436617654], [-123.10678248701406, 49.27166202030355], [-123.10676975772547, 49.27167107853271], [-123.10676970695341, 49.271671120857036], [-123.10675941070009, 49.27168138129319], [-123.10675171865839, 49.27169253794223], [-123.10675169262285, 49.27169257664561], [-123.10675006935087, 49.271696507245785], [-123.10674676517223, 49.27170441617382], [-123.10674487262662, 49.27171670625584], [-123.10674486994712, 49.271716738641], [-123.10674244898871, 49.271963248747944], [-123.10673465669623, 49.271976386229376], [-123.10672368653184, 49.27198844722238], [-123.10670987334646, 49.27199916605865], [-123.10669348184992, 49.27200826184269], [-123.10667509709909, 49.2720154731727], [-123.10665507610435, 49.27202060902007], [-123.10663409488718, 49.27202351584186], [-123.10661267576974, 49.27202416347144], [-123.10659136159401, 49.27202247494866], [-123.10647126337271, 49.27202536339264], [-123.10647120976935, 49.27202536793965], [-123.1063515215066, 49.272031599394566], [-123.10623217832814, 49.27204106238102], [-123.10620910845638, 49.272045036976216], [-123.10616815626469, 49.27205209266137], [-123.1061025328536, 49.27205808976733], [-123.10603633874167, 49.27205886924841], [-123.10599869263118, 49.272056287088475], [-123.10597036423137, 49.272054352120705], [-123.10579563019155, 49.27205350028278], [-123.10535936429251, 49.27205139374969], [-123.10487701073322, 49.2720248263048], [-123.10459798093125, 49.272009457282245], [-123.10446720898221, 49.27200168950409]], ""type"": ""LineString""}"
225240,Seaside,"{""coordinates"": [[-123.13598352948163, 49.26949677758881], [-123.13598288765702, 49.26949632318714], [-123.1358748474024, 49.26941918423347], [-123.13580581600402, 49.269369909636765], [-123.13575631410006, 49.26932017578715], [-123.13566274579776, 49.26922621030092], [-123.13566272509715, 49.26922618064106], [-123.13560274033408, 49.26909457753687], [-123.13559786506796, 49.269070180183434], [-123.13557550850373, 49.26895836910946], [-123.13554130549083, 49.2688801123256], [-123.13553994417823, 49.2688789445466], [-123.13546585202556, 49.268815415589565], [-123.13535433995918, 49.268741618329614], [-123.1352833572472, 49.26864879994058], [-123.13518155849731, 49.26856132383246], [-123.135042314019, 49.268499789484004], [-123.1348721905367, 49.26846230909883], [-123.13469352437286, 49.26845064565011], [-123.13460169546072, 49.2684444578212], [-123.13450964431482, 49.26843943865447], [-123.13438024008087, 49.26841170950512], [-123.13438018914037, 49.2684116798802], [-123.13427217597098, 49.26835741597583], [-123.1341903142224, 49.2683024811429], [-123.13413005748698, 49.268273546985455], [-123.13409577315761, 49.26825708418572], [-123.1340059218804, 49.26822724070942], [-123.13395447200939, 49.268216462052294], [-123.13390986325305, 49.26820711737448], [-123.1337567012419, 49.26819503342376], [-123.13360092702735, 49.268182742702315], [-123.13349039072291, 49.26817405696357], [-123.13335565614976, 49.26814444473147], [-123.13324995186547, 49.26808224433747], [-123.13318294504988, 49.26800519224806], [-123.13300255616524, 49.26779779710331], [-123.13298443115976, 49.267786616242226], [-123.13296690647019, 49.267775804390205], [-123.13291849556977, 49.26777082457782], [-123.13277644764894, 49.26776145478572], [-123.13248200081256, 49.26776611047036], [-123.13235513582686, 49.26761874356559], [-123.13213157024165, 49.26735902104043], [-123.13186412744855, 49.26724029756772], [-123.13166074600083, 49.26715001168516], [-123.13112097488386, 49.26726763057601], [-123.13064977629465, 49.26760154808651], [-123.13064734029263, 49.26775814829128], [-123.13064609452245, 49.26783816740626], [-123.13060466471272, 49.26790431457516], [-123.13049885432109, 49.26792233277951], [-123.12982839358182, 49.26791499419586], [-123.1297056033386, 49.26799094904714], [-123.12953427645937, 49.2680035168431], [-123.12946785829021, 49.26800838932443], [-123.12946781705516, 49.26800839027015], [-123.12908188184375, 49.26799839303578], [-123.12896382249062, 49.267977660501266], [-123.12816961139178, 49.267968117894526], [-123.12800209064409, 49.26797386263376], [-123.12787623411879, 49.26794049127369], [-123.12782981976035, 49.26792817693116], [-123.12782098889949, 49.26792583805395], [-123.12775323747293, 49.26790787670876], [-123.12773563365793, 49.26804276390607], [-123.12772500660678, 49.26812418581203]], ""type"": ""LineString""}"
225249,Stanley Park Causeway,"{""coordinates"": [[-123.13610755962709, 49.296456819070386], [-123.13613390913703, 49.296588182075126], [-123.13615151786132, 49.296675970242035], [-123.1363344692752, 49.29701039052277], [-123.13656885676193, 49.29726982367919], [-123.13662468066069, 49.29732129633267], [-123.13673362984426, 49.29742110544161], [-123.13692394767929, 49.29762440806137], [-123.13723193386456, 49.29781586979119], [-123.13739579442947, 49.297859657792316], [-123.1375286330923, 49.29789515477028], [-123.13757994949437, 49.29790886256998], [-123.13759046960179, 49.297911665528154]], ""type"": ""LineString""}"
225295,BC Parkway,"{""coordinates"": [[-123.0489219153904, 49.2446195098605], [-123.0482399109998, 49.24461706749481]], ""type"": ""LineString""}"
225302,Richards,"{""coordinates"": [[-123.11945789745212, 49.279040539754014], [-123.11945793316877, 49.27904052712384], [-123.12105008510518, 49.27798741688184]], ""type"": ""LineString""}"
